window,time,value
2019-05-14 2020-05-14,2019-05-19,32
2019-05-14 2020-05-14,2019-05-26,38
2019-05-14 2020-05-14,2019-06-02,43
2019-05-14 2020-05-14,2019-06-09,38
2019-05-14 2020-05-14,2019-06-16,42
2019-05-14 2020-05-14,2019-06-23,49
2019-05-14 2020-05-14,2019-06-30,49
2019-05-14 2020-05-14,2019-07-07,35
2019-05-14 2020-05-14,2019-07-14,34
2019-05-14 2020-05-14,2019-07-21,45
2019-05-14 2020-05-14,2019-07-28,39
2019-05-14 2020-05-14,2019-08-04,37
2019-05-14 2020-05-14,2019-08-11,29
2019-05-14 2020-05-14,2019-08-18,27
2019-05-14 2020-05-14,2019-08-25,26
2019-05-14 2020-05-14,2019-09-01,27
2019-05-14 2020-05-14,2019-09-08,20
2019-05-14 2020-05-14,2019-09-15,20
2019-05-14 2020-05-14,2019-09-22,22
2019-05-14 2020-05-14,2019-09-29,23
2019-05-14 2020-05-14,2019-10-06,22
2019-05-14 2020-05-14,2019-10-13,22
2019-05-14 2020-05-14,2019-10-20,21
2019-05-14 2020-05-14,2019-10-27,23
2019-05-14 2020-05-14,2019-11-03,20
2019-05-14 2020-05-14,2019-11-10,22
2019-05-14 2020-05-14,2019-11-17,19
2019-05-14 2020-05-14,2019-11-24,23
2019-05-14 2020-05-14,2019-12-01,21
2019-05-14 2020-05-14,2019-12-08,23
2019-05-14 2020-05-14,2019-12-15,22
2019-05-14 2020-05-14,2019-12-22,25
2019-05-14 2020-05-14,2019-12-29,25
2019-05-14 2020-05-14,2020-01-05,17
2019-05-14 2020-05-14,2020-01-12,17
2019-05-14 2020-05-14,2020-01-19,19
2019-05-14 2020-05-14,2020-01-26,19
2019-05-14 2020-05-14,2020-02-02,20
2019-05-14 2020-05-14,2020-02-09,21
2019-05-14 2020-05-14,2020-02-16,22
2019-05-14 2020-05-14,2020-02-23,23
2019-05-14 2020-05-14,2020-03-01,23
2019-05-14 2020-05-14,2020-03-08,26
2019-05-14 2020-05-14,2020-03-15,72
2019-05-14 2020-05-14,2020-03-22,46
2019-05-14 2020-05-14,2020-03-29,66
2019-05-14 2020-05-14,2020-04-05,100
2019-05-14 2020-05-14,2020-04-12,77
2019-05-14 2020-05-14,2020-04-19,57
2019-05-14 2020-05-14,2020-04-26,74
2019-05-14 2020-05-14,2020-05-03,63
2019-05-14 2020-05-14,2020-05-10,60
2019-05-21 2020-05-14,2019-05-26,39
2019-05-21 2020-05-14,2019-06-02,42
2019-05-21 2020-05-14,2019-06-09,43
2019-05-21 2020-05-14,2019-06-16,42
2019-05-21 2020-05-14,2019-06-23,48
2019-05-21 2020-05-14,2019-06-30,49
2019-05-21 2020-05-14,2019-07-07,37
2019-05-21 2020-05-14,2019-07-14,34
2019-05-21 2020-05-14,2019-07-21,45
2019-05-21 2020-05-14,2019-07-28,36
2019-05-21 2020-05-14,2019-08-04,34
2019-05-21 2020-05-14,2019-08-11,29
2019-05-21 2020-05-14,2019-08-18,29
2019-05-21 2020-05-14,2019-08-25,24
2019-05-21 2020-05-14,2019-09-01,25
2019-05-21 2020-05-14,2019-09-08,22
2019-05-21 2020-05-14,2019-09-15,21
2019-05-21 2020-05-14,2019-09-22,21
2019-05-21 2020-05-14,2019-09-29,23
2019-05-21 2020-05-14,2019-10-06,22
2019-05-21 2020-05-14,2019-10-13,23
2019-05-21 2020-05-14,2019-10-20,20
2019-05-21 2020-05-14,2019-10-27,24
2019-05-21 2020-05-14,2019-11-03,23
2019-05-21 2020-05-14,2019-11-10,21
2019-05-21 2020-05-14,2019-11-17,19
2019-05-21 2020-05-14,2019-11-24,21
2019-05-21 2020-05-14,2019-12-01,22
2019-05-21 2020-05-14,2019-12-08,24
2019-05-21 2020-05-14,2019-12-15,21
2019-05-21 2020-05-14,2019-12-22,27
2019-05-21 2020-05-14,2019-12-29,22
2019-05-21 2020-05-14,2020-01-05,16
2019-05-21 2020-05-14,2020-01-12,17
2019-05-21 2020-05-14,2020-01-19,19
2019-05-21 2020-05-14,2020-01-26,18
2019-05-21 2020-05-14,2020-02-02,21
2019-05-21 2020-05-14,2020-02-09,20
2019-05-21 2020-05-14,2020-02-16,19
2019-05-21 2020-05-14,2020-02-23,24
2019-05-21 2020-05-14,2020-03-01,25
2019-05-21 2020-05-14,2020-03-08,25
2019-05-21 2020-05-14,2020-03-15,74
2019-05-21 2020-05-14,2020-03-22,48
2019-05-21 2020-05-14,2020-03-29,66
2019-05-21 2020-05-14,2020-04-05,100
2019-05-21 2020-05-14,2020-04-12,75
2019-05-21 2020-05-14,2020-04-19,58
2019-05-21 2020-05-14,2020-04-26,75
2019-05-21 2020-05-14,2020-05-03,66
2019-05-21 2020-05-14,2020-05-10,65
