window,time,value
2020-01-17 2020-04-16,2020-01-17,47
2020-01-17 2020-04-16,2020-01-18,33
2020-01-17 2020-04-16,2020-01-19,29
2020-01-17 2020-04-16,2020-01-20,42
2020-01-17 2020-04-16,2020-01-21,44
2020-01-17 2020-04-16,2020-01-22,30
2020-01-17 2020-04-16,2020-01-23,37
2020-01-17 2020-04-16,2020-01-24,43
2020-01-17 2020-04-16,2020-01-25,35
2020-01-17 2020-04-16,2020-01-26,31
2020-01-17 2020-04-16,2020-01-27,40
2020-01-17 2020-04-16,2020-01-28,29
2020-01-17 2020-04-16,2020-01-29,59
2020-01-17 2020-04-16,2020-01-30,41
2020-01-17 2020-04-16,2020-01-31,35
2020-01-17 2020-04-16,2020-02-01,56
2020-01-17 2020-04-16,2020-02-02,55
2020-01-17 2020-04-16,2020-02-03,47
2020-01-17 2020-04-16,2020-02-04,28
2020-01-17 2020-04-16,2020-02-05,35
2020-01-17 2020-04-16,2020-02-06,47
2020-01-17 2020-04-16,2020-02-07,47
2020-01-17 2020-04-16,2020-02-08,47
2020-01-17 2020-04-16,2020-02-09,30
2020-01-17 2020-04-16,2020-02-10,53
2020-01-17 2020-04-16,2020-02-11,34
2020-01-17 2020-04-16,2020-02-12,51
2020-01-17 2020-04-16,2020-02-13,32
2020-01-17 2020-04-16,2020-02-14,33
2020-01-17 2020-04-16,2020-02-15,61
2020-01-17 2020-04-16,2020-02-16,67
2020-01-17 2020-04-16,2020-02-17,48
2020-01-17 2020-04-16,2020-02-18,39
2020-01-17 2020-04-16,2020-02-19,46
2020-01-17 2020-04-16,2020-02-20,50
2020-01-17 2020-04-16,2020-02-21,43
2020-01-17 2020-04-16,2020-02-22,70
2020-01-17 2020-04-16,2020-02-23,36
2020-01-17 2020-04-16,2020-02-24,36
2020-01-17 2020-04-16,2020-02-25,47
2020-01-17 2020-04-16,2020-02-26,42
2020-01-17 2020-04-16,2020-02-27,38
2020-01-17 2020-04-16,2020-02-28,33
2020-01-17 2020-04-16,2020-02-29,51
2020-01-17 2020-04-16,2020-03-01,43
2020-01-17 2020-04-16,2020-03-02,36
2020-01-17 2020-04-16,2020-03-03,32
2020-01-17 2020-04-16,2020-03-04,43
2020-01-17 2020-04-16,2020-03-05,39
2020-01-17 2020-04-16,2020-03-06,37
2020-01-17 2020-04-16,2020-03-07,73
2020-01-17 2020-04-16,2020-03-08,44
2020-01-17 2020-04-16,2020-03-09,37
2020-01-17 2020-04-16,2020-03-10,37
2020-01-17 2020-04-16,2020-03-11,38
2020-01-17 2020-04-16,2020-03-12,36
2020-01-17 2020-04-16,2020-03-13,30
2020-01-17 2020-04-16,2020-03-14,67
2020-01-17 2020-04-16,2020-03-15,60
2020-01-17 2020-04-16,2020-03-16,90
2020-01-17 2020-04-16,2020-03-17,100
2020-01-17 2020-04-16,2020-03-18,72
2020-01-17 2020-04-16,2020-03-19,41
2020-01-17 2020-04-16,2020-03-20,27
2020-01-17 2020-04-16,2020-03-21,52
