window,time,value
2020-01-29 2020-04-28,2020-01-29,40
2020-01-29 2020-04-28,2020-01-30,12
2020-01-29 2020-04-28,2020-01-31,44
2020-01-29 2020-04-28,2020-02-01,51
2020-01-29 2020-04-28,2020-02-02,54
2020-01-29 2020-04-28,2020-02-03,22
2020-01-29 2020-04-28,2020-02-04,35
2020-01-29 2020-04-28,2020-02-05,35
2020-01-29 2020-04-28,2020-02-06,19
2020-01-29 2020-04-28,2020-02-07,38
2020-01-29 2020-04-28,2020-02-08,53
2020-01-29 2020-04-28,2020-02-09,57
2020-01-29 2020-04-28,2020-02-10,50
2020-01-29 2020-04-28,2020-02-11,29
2020-01-29 2020-04-28,2020-02-12,18
2020-01-29 2020-04-28,2020-02-13,53
2020-01-29 2020-04-28,2020-02-14,50
2020-01-29 2020-04-28,2020-02-15,100
2020-01-29 2020-04-28,2020-02-16,93
2020-01-29 2020-04-28,2020-02-17,56
2020-01-29 2020-04-28,2020-02-18,29
2020-01-29 2020-04-28,2020-02-19,23
2020-01-29 2020-04-28,2020-02-20,36
2020-01-29 2020-04-28,2020-02-21,44
2020-01-29 2020-04-28,2020-02-22,92
2020-01-29 2020-04-28,2020-02-23,63
2020-01-29 2020-04-28,2020-02-24,34
2020-01-29 2020-04-28,2020-02-25,39
2020-01-29 2020-04-28,2020-02-26,33
2020-01-29 2020-04-28,2020-02-27,62
2020-01-29 2020-04-28,2020-02-28,29
2020-01-29 2020-04-28,2020-02-29,41
2020-01-29 2020-04-28,2020-03-01,41
2020-01-29 2020-04-28,2020-03-02,49
2020-01-29 2020-04-28,2020-03-03,17
2020-01-29 2020-04-28,2020-03-04,11
2020-01-29 2020-04-28,2020-03-05,28
2020-01-29 2020-04-28,2020-03-06,41
2020-01-29 2020-04-28,2020-03-07,55
2020-01-29 2020-04-28,2020-03-08,41
2020-01-29 2020-04-28,2020-03-09,21
2020-01-29 2020-04-28,2020-03-10,22
2020-01-29 2020-04-28,2020-03-11,28
2020-01-29 2020-04-28,2020-03-12,22
2020-01-29 2020-04-28,2020-03-13,10
2020-01-29 2020-04-28,2020-03-14,33
2020-01-29 2020-04-28,2020-03-15,20
2020-01-29 2020-04-28,2020-03-16,31
2020-01-29 2020-04-28,2020-03-17,11
2020-01-29 2020-04-28,2020-03-18,34
2020-01-29 2020-04-28,2020-03-19,29
2020-01-29 2020-04-28,2020-03-20,22
2020-01-29 2020-04-28,2020-03-21,45
2020-01-29 2020-04-28,2020-03-22,31
2020-01-29 2020-04-28,2020-03-23,35
2020-01-29 2020-04-28,2020-03-24,11
2020-01-29 2020-04-28,2020-03-25,16
2020-01-29 2020-04-28,2020-03-26,38
