window,time,value
2019-04-19 2020-04-19,2019-04-21,91
2019-04-19 2020-04-19,2019-04-28,40
2019-04-19 2020-04-19,2019-05-05,46
2019-04-19 2020-04-19,2019-05-12,61
2019-04-19 2020-04-19,2019-05-19,74
2019-04-19 2020-04-19,2019-05-26,58
2019-04-19 2020-04-19,2019-06-02,55
2019-04-19 2020-04-19,2019-06-09,48
2019-04-19 2020-04-19,2019-06-16,49
2019-04-19 2020-04-19,2019-06-23,96
2019-04-19 2020-04-19,2019-06-30,100
2019-04-19 2020-04-19,2019-07-07,65
2019-04-19 2020-04-19,2019-07-14,62
2019-04-19 2020-04-19,2019-07-21,58
2019-04-19 2020-04-19,2019-07-28,59
2019-04-19 2020-04-19,2019-08-04,54
2019-04-19 2020-04-19,2019-08-11,57
2019-04-19 2020-04-19,2019-08-18,55
2019-04-19 2020-04-19,2019-08-25,21
2019-04-19 2020-04-19,2019-09-01,20
2019-04-19 2020-04-19,2019-09-08,41
2019-04-19 2020-04-19,2019-09-15,75
2019-04-19 2020-04-19,2019-09-22,33
2019-04-19 2020-04-19,2019-09-29,48
2019-04-19 2020-04-19,2019-10-06,75
2019-04-19 2020-04-19,2019-10-13,47
2019-04-19 2020-04-19,2019-10-20,39
2019-04-19 2020-04-19,2019-10-27,26
2019-04-19 2020-04-19,2019-11-03,32
2019-04-19 2020-04-19,2019-11-10,64
2019-04-19 2020-04-19,2019-11-17,52
2019-04-19 2020-04-19,2019-11-24,69
2019-04-19 2020-04-19,2019-12-01,46
2019-04-19 2020-04-19,2019-12-08,32
2019-04-19 2020-04-19,2019-12-15,66
2019-04-19 2020-04-19,2019-12-22,47
2019-04-19 2020-04-19,2019-12-29,45
2019-04-19 2020-04-19,2020-01-05,56
2019-04-19 2020-04-19,2020-01-12,43
2019-04-19 2020-04-19,2020-01-19,25
2019-04-19 2020-04-19,2020-01-26,25
2019-04-19 2020-04-19,2020-02-02,37
2019-04-19 2020-04-19,2020-02-09,25
2019-04-19 2020-04-19,2020-02-16,31
2019-04-19 2020-04-19,2020-02-23,36
2019-04-19 2020-04-19,2020-03-01,59
2019-04-19 2020-04-19,2020-03-08,69
2019-04-19 2020-04-19,2020-03-15,75
2019-04-19 2020-04-19,2020-03-22,61
2019-04-19 2020-04-19,2020-03-29,62
2019-04-19 2020-04-19,2020-04-05,92
2019-04-19 2020-04-19,2020-04-12,76
2019-04-26 2020-04-19,2019-04-28,21
2019-04-26 2020-04-19,2019-05-05,42
2019-04-26 2020-04-19,2019-05-12,37
2019-04-26 2020-04-19,2019-05-19,42
2019-04-26 2020-04-19,2019-05-26,46
2019-04-26 2020-04-19,2019-06-02,53
2019-04-26 2020-04-19,2019-06-09,16
2019-04-26 2020-04-19,2019-06-16,38
2019-04-26 2020-04-19,2019-06-23,75
2019-04-26 2020-04-19,2019-06-30,34
2019-04-26 2020-04-19,2019-07-07,40
2019-04-26 2020-04-19,2019-07-14,42
2019-04-26 2020-04-19,2019-07-21,39
2019-04-26 2020-04-19,2019-07-28,20
2019-04-26 2020-04-19,2019-08-04,85
2019-04-26 2020-04-19,2019-08-11,33
2019-04-26 2020-04-19,2019-08-18,43
2019-04-26 2020-04-19,2019-08-25,21
2019-04-26 2020-04-19,2019-09-01,21
2019-04-26 2020-04-19,2019-09-08,27
2019-04-26 2020-04-19,2019-09-15,59
2019-04-26 2020-04-19,2019-09-22,21
2019-04-26 2020-04-19,2019-09-29,16
2019-04-26 2020-04-19,2019-10-06,37
2019-04-26 2020-04-19,2019-10-13,21
2019-04-26 2020-04-19,2019-10-20,21
2019-04-26 2020-04-19,2019-10-27,36
2019-04-26 2020-04-19,2019-11-03,35
2019-04-26 2020-04-19,2019-11-10,36
2019-04-26 2020-04-19,2019-11-17,35
2019-04-26 2020-04-19,2019-11-24,40
2019-04-26 2020-04-19,2019-12-01,21
2019-04-26 2020-04-19,2019-12-08,15
2019-04-26 2020-04-19,2019-12-15,57
2019-04-26 2020-04-19,2019-12-22,12
2019-04-26 2020-04-19,2019-12-29,53
2019-04-26 2020-04-19,2020-01-05,34
2019-04-26 2020-04-19,2020-01-12,24
2019-04-26 2020-04-19,2020-01-19,19
2019-04-26 2020-04-19,2020-01-26,14
2019-04-26 2020-04-19,2020-02-02,39
2019-04-26 2020-04-19,2020-02-09,15
2019-04-26 2020-04-19,2020-02-16,35
2019-04-26 2020-04-19,2020-02-23,65
2019-04-26 2020-04-19,2020-03-01,38
2019-04-26 2020-04-19,2020-03-08,40
2019-04-26 2020-04-19,2020-03-15,100
2019-04-26 2020-04-19,2020-03-22,39
2019-04-26 2020-04-19,2020-03-29,49
2019-04-26 2020-04-19,2020-04-05,67
2019-04-26 2020-04-19,2020-04-12,52
