window,time,value
2020-03-02 2020-05-31,2020-03-02,17
2020-03-02 2020-05-31,2020-03-03,39
2020-03-02 2020-05-31,2020-03-04,23
2020-03-02 2020-05-31,2020-03-05,17
2020-03-02 2020-05-31,2020-03-06,35
2020-03-02 2020-05-31,2020-03-07,52
2020-03-02 2020-05-31,2020-03-08,27
2020-03-02 2020-05-31,2020-03-09,32
2020-03-02 2020-05-31,2020-03-10,49
2020-03-02 2020-05-31,2020-03-11,100
2020-03-02 2020-05-31,2020-03-12,38
2020-03-02 2020-05-31,2020-03-13,63
2020-03-02 2020-05-31,2020-03-14,46
2020-03-02 2020-05-31,2020-03-15,20
2020-03-02 2020-05-31,2020-03-16,20
2020-03-02 2020-05-31,2020-03-17,0
2020-03-02 2020-05-31,2020-03-18,17
2020-03-02 2020-05-31,2020-03-19,17
2020-03-02 2020-05-31,2020-03-20,25
2020-03-02 2020-05-31,2020-03-21,0
2020-03-02 2020-05-31,2020-03-22,18
2020-03-02 2020-05-31,2020-03-23,23
2020-03-02 2020-05-31,2020-03-24,16
2020-03-02 2020-05-31,2020-03-25,49
2020-03-02 2020-05-31,2020-03-26,22
2020-03-02 2020-05-31,2020-03-27,24
2020-03-02 2020-05-31,2020-03-28,0
2020-03-02 2020-05-31,2020-03-29,18
2020-03-02 2020-05-31,2020-03-30,15
2020-03-02 2020-05-31,2020-03-31,16
2020-03-02 2020-05-31,2020-04-01,16
2020-03-02 2020-05-31,2020-04-02,0
2020-03-02 2020-05-31,2020-04-03,17
2020-03-02 2020-05-31,2020-04-04,21
2020-03-02 2020-05-31,2020-04-05,41
2020-03-02 2020-05-31,2020-04-06,0
2020-03-02 2020-05-31,2020-04-07,17
2020-03-02 2020-05-31,2020-04-08,0
2020-03-02 2020-05-31,2020-04-09,0
2020-03-02 2020-05-31,2020-04-10,20
2020-03-02 2020-05-31,2020-04-11,43
2020-03-02 2020-05-31,2020-04-12,21
2020-03-02 2020-05-31,2020-04-13,49
2020-03-02 2020-05-31,2020-04-14,16
2020-03-02 2020-05-31,2020-04-15,17
2020-03-02 2020-05-31,2020-04-16,33
2020-03-02 2020-05-31,2020-04-17,35
2020-03-02 2020-05-31,2020-04-18,21
2020-03-02 2020-05-31,2020-04-19,19
2020-03-02 2020-05-31,2020-04-20,16
2020-03-02 2020-05-31,2020-04-21,16
2020-03-02 2020-05-31,2020-04-22,17
2020-03-02 2020-05-31,2020-04-23,34
2020-03-02 2020-05-31,2020-04-24,17
2020-03-02 2020-05-31,2020-04-25,20
2020-03-02 2020-05-31,2020-04-26,0
2020-03-02 2020-05-31,2020-04-27,0
2020-03-02 2020-05-31,2020-04-28,23
2020-03-02 2020-05-31,2020-04-29,31
2020-03-02 2020-05-31,2020-04-30,20
2020-03-02 2020-05-31,2020-05-01,22
2020-03-02 2020-05-31,2020-05-02,0
2020-03-02 2020-05-31,2020-05-03,0
2020-03-02 2020-05-31,2020-05-04,0
2020-03-02 2020-05-31,2020-05-05,29
2020-03-02 2020-05-31,2020-05-06,16
2020-03-02 2020-05-31,2020-05-07,17
2020-03-02 2020-05-31,2020-05-08,0
2020-03-02 2020-05-31,2020-05-09,29
2020-03-02 2020-05-31,2020-05-10,0
2020-03-02 2020-05-31,2020-05-11,0
2020-03-02 2020-05-31,2020-05-12,16
2020-03-02 2020-05-31,2020-05-13,16
2020-03-02 2020-05-31,2020-05-14,16
2020-03-02 2020-05-31,2020-05-15,0
2020-03-02 2020-05-31,2020-05-16,0
2020-03-02 2020-05-31,2020-05-17,21
2020-03-02 2020-05-31,2020-05-18,0
2020-03-02 2020-05-31,2020-05-19,0
2020-03-02 2020-05-31,2020-05-20,0
2020-03-02 2020-05-31,2020-05-21,21
2020-03-02 2020-05-31,2020-05-22,0
2020-03-02 2020-05-31,2020-05-23,19
2020-03-02 2020-05-31,2020-05-24,20
2020-03-02 2020-05-31,2020-05-25,0
2020-03-02 2020-05-31,2020-05-26,0
2020-03-02 2020-05-31,2020-05-27,17
2020-03-02 2020-05-31,2020-05-28,34
2020-03-03 2020-05-31,2020-03-03,38
2020-03-03 2020-05-31,2020-03-04,51
2020-03-03 2020-05-31,2020-03-05,62
2020-03-03 2020-05-31,2020-03-06,92
2020-03-03 2020-05-31,2020-03-07,62
2020-03-03 2020-05-31,2020-03-08,31
2020-03-03 2020-05-31,2020-03-09,40
2020-03-03 2020-05-31,2020-03-10,32
2020-03-03 2020-05-31,2020-03-11,100
2020-03-03 2020-05-31,2020-03-12,37
2020-03-03 2020-05-31,2020-03-13,95
2020-03-03 2020-05-31,2020-03-14,74
2020-03-03 2020-05-31,2020-03-15,0
2020-03-03 2020-05-31,2020-03-16,34
2020-03-03 2020-05-31,2020-03-17,49
2020-03-03 2020-05-31,2020-03-18,26
2020-03-03 2020-05-31,2020-03-19,26
2020-03-03 2020-05-31,2020-03-20,50
2020-03-03 2020-05-31,2020-03-21,0
2020-03-03 2020-05-31,2020-03-22,27
2020-03-03 2020-05-31,2020-03-23,23
2020-03-03 2020-05-31,2020-03-24,24
2020-03-03 2020-05-31,2020-03-25,36
2020-03-03 2020-05-31,2020-03-26,25
2020-03-03 2020-05-31,2020-03-27,0
2020-03-03 2020-05-31,2020-03-28,61
2020-03-03 2020-05-31,2020-03-29,28
2020-03-03 2020-05-31,2020-03-30,23
2020-03-03 2020-05-31,2020-03-31,35
2020-03-03 2020-05-31,2020-04-01,0
2020-03-03 2020-05-31,2020-04-02,25
2020-03-03 2020-05-31,2020-04-03,25
2020-03-03 2020-05-31,2020-04-04,62
2020-03-03 2020-05-31,2020-04-05,31
2020-03-03 2020-05-31,2020-04-06,0
2020-03-03 2020-05-31,2020-04-07,0
2020-03-03 2020-05-31,2020-04-08,25
2020-03-03 2020-05-31,2020-04-09,0
2020-03-03 2020-05-31,2020-04-10,30
2020-03-03 2020-05-31,2020-04-11,32
2020-03-03 2020-05-31,2020-04-12,47
2020-03-03 2020-05-31,2020-04-13,88
2020-03-03 2020-05-31,2020-04-14,0
2020-03-03 2020-05-31,2020-04-15,0
2020-03-03 2020-05-31,2020-04-16,33
2020-03-03 2020-05-31,2020-04-17,26
2020-03-03 2020-05-31,2020-04-18,0
2020-03-03 2020-05-31,2020-04-19,29
2020-03-03 2020-05-31,2020-04-20,24
2020-03-03 2020-05-31,2020-04-21,48
2020-03-03 2020-05-31,2020-04-22,0
2020-03-03 2020-05-31,2020-04-23,37
2020-03-03 2020-05-31,2020-04-24,26
2020-03-03 2020-05-31,2020-04-25,0
2020-03-03 2020-05-31,2020-04-26,56
2020-03-03 2020-05-31,2020-04-27,24
2020-03-03 2020-05-31,2020-04-28,23
2020-03-03 2020-05-31,2020-04-29,35
2020-03-03 2020-05-31,2020-04-30,33
2020-03-03 2020-05-31,2020-05-01,51
2020-03-03 2020-05-31,2020-05-02,28
2020-03-03 2020-05-31,2020-05-03,29
2020-03-03 2020-05-31,2020-05-04,0
2020-03-03 2020-05-31,2020-05-05,22
2020-03-03 2020-05-31,2020-05-06,24
2020-03-03 2020-05-31,2020-05-07,0
2020-03-03 2020-05-31,2020-05-08,40
2020-03-03 2020-05-31,2020-05-09,32
2020-03-03 2020-05-31,2020-05-10,0
2020-03-03 2020-05-31,2020-05-11,0
2020-03-03 2020-05-31,2020-05-12,24
2020-03-03 2020-05-31,2020-05-13,0
2020-03-03 2020-05-31,2020-05-14,25
2020-03-03 2020-05-31,2020-05-15,25
2020-03-03 2020-05-31,2020-05-16,31
2020-03-03 2020-05-31,2020-05-17,0
2020-03-03 2020-05-31,2020-05-18,0
2020-03-03 2020-05-31,2020-05-19,26
2020-03-03 2020-05-31,2020-05-20,26
2020-03-03 2020-05-31,2020-05-21,31
2020-03-03 2020-05-31,2020-05-22,29
2020-03-03 2020-05-31,2020-05-23,29
2020-03-03 2020-05-31,2020-05-24,30
2020-03-03 2020-05-31,2020-05-25,0
2020-03-03 2020-05-31,2020-05-26,0
2020-03-03 2020-05-31,2020-05-27,25
2020-03-03 2020-05-31,2020-05-28,38
