window,time,value
2020-01-21 2020-04-20,2020-01-21,20
2020-01-21 2020-04-20,2020-01-22,67
2020-01-21 2020-04-20,2020-01-23,54
2020-01-21 2020-04-20,2020-01-24,42
2020-01-21 2020-04-20,2020-01-25,84
2020-01-21 2020-04-20,2020-01-26,31
2020-01-21 2020-04-20,2020-01-27,13
2020-01-21 2020-04-20,2020-01-28,33
2020-01-21 2020-04-20,2020-01-29,40
2020-01-21 2020-04-20,2020-01-30,14
2020-01-21 2020-04-20,2020-01-31,0
2020-01-21 2020-04-20,2020-02-01,58
2020-01-21 2020-04-20,2020-02-02,99
2020-01-21 2020-04-20,2020-02-03,68
2020-01-21 2020-04-20,2020-02-04,26
2020-01-21 2020-04-20,2020-02-05,27
2020-01-21 2020-04-20,2020-02-06,63
2020-01-21 2020-04-20,2020-02-07,36
2020-01-21 2020-04-20,2020-02-08,77
2020-01-21 2020-04-20,2020-02-09,50
2020-01-21 2020-04-20,2020-02-10,63
2020-01-21 2020-04-20,2020-02-11,52
2020-01-21 2020-04-20,2020-02-12,66
2020-01-21 2020-04-20,2020-02-13,61
2020-01-21 2020-04-20,2020-02-14,57
2020-01-21 2020-04-20,2020-02-15,44
2020-01-21 2020-04-20,2020-02-16,24
2020-01-21 2020-04-20,2020-02-17,45
2020-01-21 2020-04-20,2020-02-18,40
2020-01-21 2020-04-20,2020-02-19,0
2020-01-21 2020-04-20,2020-02-20,21
2020-01-21 2020-04-20,2020-02-21,100
2020-01-21 2020-04-20,2020-02-22,44
2020-01-21 2020-04-20,2020-02-23,47
2020-01-21 2020-04-20,2020-02-24,46
2020-01-21 2020-04-20,2020-02-25,32
2020-01-21 2020-04-20,2020-02-26,31
2020-01-21 2020-04-20,2020-02-27,25
2020-01-21 2020-04-20,2020-02-28,46
2020-01-21 2020-04-20,2020-02-29,55
2020-01-21 2020-04-20,2020-03-01,31
2020-01-21 2020-04-20,2020-03-02,19
2020-01-21 2020-04-20,2020-03-03,52
2020-01-21 2020-04-20,2020-03-04,26
2020-01-21 2020-04-20,2020-03-05,44
2020-01-21 2020-04-20,2020-03-06,53
2020-01-21 2020-04-20,2020-03-07,32
2020-01-21 2020-04-20,2020-03-08,86
2020-01-21 2020-04-20,2020-03-09,30
2020-01-21 2020-04-20,2020-03-10,25
2020-01-21 2020-04-20,2020-03-11,32
2020-01-21 2020-04-20,2020-03-12,31
2020-01-21 2020-04-20,2020-03-13,41
2020-01-21 2020-04-20,2020-03-14,38
2020-01-21 2020-04-20,2020-03-15,15
2020-01-21 2020-04-20,2020-03-16,17
