id,time,value
trend,2006-01-01,22.34223418648451
trend,2006-01-02,22.34220288960094
trend,2006-01-03,22.342171592717374
trend,2006-01-04,22.342140295833808
trend,2006-01-05,22.34210899895024
trend,2006-01-06,22.34207770206667
trend,2006-01-07,22.342046405183105
trend,2006-01-08,22.342015108299538
trend,2006-01-09,22.341983811415968
trend,2006-01-10,22.3419525145324
trend,2006-01-11,22.341921217648835
trend,2006-01-12,22.34188992076527
trend,2006-01-13,22.3418586238817
trend,2006-01-14,22.341827326998132
trend,2006-01-15,22.341796030114565
trend,2006-01-16,22.341764733230995
trend,2006-01-17,22.34173343634743
trend,2006-01-18,22.34170213946386
trend,2006-01-19,22.341670842580296
trend,2006-01-20,22.341639545696726
trend,2006-01-21,22.34160824881316
trend,2006-01-22,22.34157695192959
trend,2006-01-23,22.341545655046023
trend,2006-01-24,22.341514358162456
trend,2006-01-25,22.341483061278886
trend,2006-01-26,22.34145176439532
trend,2006-01-27,22.341420467511753
trend,2006-01-28,22.341389170628187
trend,2006-01-29,22.341357873744617
trend,2006-01-30,22.341326576861047
trend,2006-01-31,22.341295279977484
trend,2006-02-01,22.341263983093913
trend,2006-02-02,22.341232686210347
trend,2006-02-03,22.341201389326777
trend,2006-02-04,22.341170092443214
trend,2006-02-05,22.341138795559644
trend,2006-02-06,22.341107498676074
trend,2006-02-07,22.341076201792507
trend,2006-02-08,22.34104490490894
trend,2006-02-09,22.341013608025374
trend,2006-02-10,22.340982311141804
trend,2006-02-11,22.34095101425824
trend,2006-02-12,22.34091971737467
trend,2006-02-13,22.3408884204911
trend,2006-02-14,22.340857123607535
trend,2006-02-15,22.340825826723968
trend,2006-02-16,22.3407945298404
trend,2006-02-17,22.34076323295683
trend,2006-02-18,22.340731936073265
trend,2006-02-19,22.3407006391897
trend,2006-02-20,22.34066934230613
trend,2006-02-21,22.340638045422562
trend,2006-02-22,22.340606748538992
trend,2006-02-23,22.34057545165543
trend,2006-02-24,22.34054415477186
trend,2006-02-25,22.340512857888292
trend,2006-02-26,22.340481561004722
trend,2006-02-27,22.340450264121156
trend,2006-02-28,22.34041896723759
trend,2006-03-01,22.34038767035402
trend,2006-03-02,22.340356373470453
trend,2006-03-03,22.340325076586886
trend,2006-03-04,22.34029377970332
trend,2006-03-05,22.34026248281975
trend,2006-03-06,22.34023118593618
trend,2006-03-07,22.340199889052617
trend,2006-03-08,22.340168592169046
trend,2006-03-09,22.34013729528548
trend,2006-03-10,22.34010599840191
trend,2006-03-11,22.340074701518347
trend,2006-03-12,22.340043404634777
trend,2006-03-13,22.340012107751207
trend,2006-03-14,22.33998081086764
trend,2006-03-15,22.339949513984074
trend,2006-03-16,22.339918217100507
trend,2006-03-17,22.339886920216937
trend,2006-03-18,22.339855623333374
trend,2006-03-19,22.339824326449804
trend,2006-03-20,22.339793029566234
trend,2006-03-21,22.339761732682668
trend,2006-03-22,22.3397304357991
trend,2006-03-23,22.339699138915535
trend,2006-03-24,22.339667842031965
trend,2006-03-25,22.339636545148398
trend,2006-03-26,22.33960524826483
trend,2006-03-27,22.33957395138126
trend,2006-03-28,22.339542654497695
trend,2006-03-29,22.339511357614125
trend,2006-03-30,22.339480060730562
trend,2006-03-31,22.339448763846992
trend,2006-04-01,22.339417466963425
trend,2006-04-02,22.339386170079855
trend,2006-04-03,22.33935487319629
trend,2006-04-04,22.339323576312722
trend,2006-04-05,22.339292279429152
trend,2006-04-06,22.339260982545586
trend,2006-04-07,22.33922968566202
trend,2006-04-08,22.339198388778453
trend,2006-04-09,22.339167091894883
trend,2006-04-10,22.339135795011313
trend,2006-04-11,22.33910449812775
trend,2006-04-12,22.33907320124418
trend,2006-04-13,22.339041904360613
trend,2006-04-14,22.339010607477043
trend,2006-04-15,22.33897931059348
trend,2006-04-16,22.33894801370991
trend,2006-04-17,22.33891671682634
trend,2006-04-18,22.338885419942777
trend,2006-04-19,22.338854123059207
trend,2006-04-20,22.33882282617564
trend,2006-04-21,22.33879152929207
trend,2006-04-22,22.338760232408507
trend,2006-04-23,22.338728935524937
trend,2006-04-24,22.338697638641367
trend,2006-04-25,22.3386663417578
trend,2006-04-26,22.338635044874234
trend,2006-04-27,22.338603747990668
trend,2006-04-28,22.338572451107098
trend,2006-04-29,22.33854115422353
trend,2006-04-30,22.338509857339965
trend,2006-05-01,22.338478560456394
