time,value,n
2021-12-03,40.421052631578945,1
2021-12-04,51.208333333333336,1
2021-12-05,34.583333333333336,1
2021-12-06,36.5,1
2021-12-07,38.791666666666664,1
2021-12-08,43.208333333333336,1
2021-12-09,31.208333333333332,1
2021-12-10,31,1
