id,time,value
trend,2006-01-01,27.66544950984461
trend,2006-01-02,27.662469811706227
trend,2006-01-03,27.65949011356785
trend,2006-01-04,27.65651041542947
trend,2006-01-05,27.65353071729109
trend,2006-01-06,27.65055101915271
trend,2006-01-07,27.647571321014333
trend,2006-01-08,27.64459162287595
trend,2006-01-09,27.641611924737575
trend,2006-01-10,27.638632226599192
trend,2006-01-11,27.635652528460817
trend,2006-01-12,27.632672830322434
trend,2006-01-13,27.62969313218406
trend,2006-01-14,27.626713434045676
trend,2006-01-15,27.623733735907297
trend,2006-01-16,27.62075403776892
trend,2006-01-17,27.61777433963054
trend,2006-01-18,27.61479464149216
trend,2006-01-19,27.61181494335378
trend,2006-01-20,27.6088352452154
trend,2006-01-21,27.605855547077024
trend,2006-01-22,27.60287584893864
trend,2006-01-23,27.599896150800266
trend,2006-01-24,27.596916452661883
trend,2006-01-25,27.593936754523508
trend,2006-01-26,27.590957056385125
trend,2006-01-27,27.587977358246746
trend,2006-01-28,27.584997660108368
trend,2006-01-29,27.58201796196999
trend,2006-01-30,27.57903826383161
trend,2006-01-31,27.57605856569323
trend,2006-02-01,27.573078867554848
trend,2006-02-02,27.570099169416473
trend,2006-02-03,27.56711947127809
trend,2006-02-04,27.564139773139715
trend,2006-02-05,27.561160075001332
trend,2006-02-06,27.558180376862953
trend,2006-02-07,27.555200678724574
trend,2006-02-08,27.552220980586196
trend,2006-02-09,27.549241282447817
trend,2006-02-10,27.546261584309438
trend,2006-02-11,27.543281886171055
trend,2006-02-12,27.54030218803268
trend,2006-02-13,27.537322489894297
trend,2006-02-14,27.53434279175592
trend,2006-02-15,27.53136309361754
trend,2006-02-16,27.528383395479157
trend,2006-02-17,27.52540369734078
trend,2006-02-18,27.5224239992024
trend,2006-02-19,27.519444301064024
trend,2006-02-20,27.51646460292564
trend,2006-02-21,27.513484904787266
trend,2006-02-22,27.510505206648883
trend,2006-02-23,27.507525508510504
trend,2006-02-24,27.504545810372125
trend,2006-02-25,27.501566112233746
trend,2006-02-26,27.498586414095367
trend,2006-02-27,27.49560671595699
trend,2006-02-28,27.492627017818606
trend,2006-03-01,27.48964731968023
trend,2006-03-02,27.486667621541848
trend,2006-03-03,27.483687923403473
trend,2006-03-04,27.48070822526509
trend,2006-03-05,27.47772852712671
trend,2006-03-06,27.474748828988332
trend,2006-03-07,27.471769130849953
trend,2006-03-08,27.468789432711574
trend,2006-03-09,27.465809734573195
trend,2006-03-10,27.462830036434813
trend,2006-03-11,27.459850338296437
trend,2006-03-12,27.456870640158055
trend,2006-03-13,27.45389094201968
trend,2006-03-14,27.450911243881297
trend,2006-03-15,27.44793154574292
trend,2006-03-16,27.44495184760454
trend,2006-03-17,27.44197214946616
trend,2006-03-18,27.43899245132778
trend,2006-03-19,27.436012753189402
trend,2006-03-20,27.433033055051023
trend,2006-03-21,27.430053356912644
trend,2006-03-22,27.427073658774262
trend,2006-03-23,27.424093960635886
trend,2006-03-24,27.421114262497504
trend,2006-03-25,27.41813456435913
trend,2006-03-26,27.415154866220746
trend,2006-03-27,27.412175168082367
trend,2006-03-28,27.409195469943988
trend,2006-03-29,27.406215771805606
trend,2006-03-30,27.40323607366723
trend,2006-03-31,27.400256375528848
trend,2006-04-01,27.39727667739047
trend,2006-04-02,27.39429697925209
trend,2006-04-03,27.39131728111371
trend,2006-04-04,27.388337582975332
trend,2006-04-05,27.385357884836953
trend,2006-04-06,27.38237818669857
trend,2006-04-07,27.379398488560195
trend,2006-04-08,27.376418790421813
trend,2006-04-09,27.373439092283437
trend,2006-04-10,27.370459394145055
trend,2006-04-11,27.36747969600668
trend,2006-04-12,27.364499997868297
trend,2006-04-13,27.361520299729918
trend,2006-04-14,27.35854060159154
trend,2006-04-15,27.35556090345316
trend,2006-04-16,27.35258120531478
trend,2006-04-17,27.349601507176402
trend,2006-04-18,27.34662180903802
trend,2006-04-19,27.343642110899644
trend,2006-04-20,27.34066241276126
trend,2006-04-21,27.337682714622886
trend,2006-04-22,27.334703016484504
trend,2006-04-23,27.331723318346125
trend,2006-04-24,27.328743620207746
trend,2006-04-25,27.325763922069367
trend,2006-04-26,27.322784223930988
trend,2006-04-27,27.31980452579261
trend,2006-04-28,27.316824827654226
trend,2006-04-29,27.31384512951585
trend,2006-04-30,27.31086543137747
trend,2006-05-01,27.307885733239093
trend,2006-05-02,27.30490603510071
trend,2006-05-03,27.301926336962335
trend,2006-05-04,27.298946638823953
trend,2006-05-05,27.295966940685574
trend,2006-05-06,27.292987242547195
trend,2006-05-07,27.290007544408816
trend,2006-05-08,27.287027846270437
trend,2006-05-09,27.284048148132058
trend,2006-05-10,27.281068449993676
trend,2006-05-11,27.2780887518553
trend,2006-05-12,27.275109053716918
trend,2006-05-13,27.27212935557854
trend,2006-05-14,27.26914965744016
trend,2006-05-15,27.266169959301777
trend,2006-05-16,27.263190261163402
trend,2006-05-17,27.26021056302502
trend,2006-05-18,27.257230864886644
trend,2006-05-19,27.25425116674826
trend,2006-05-20,27.251271468609882
trend,2006-05-21,27.248291770471504
trend,2006-05-22,27.245312072333125
trend,2006-05-23,27.242332374194746
trend,2006-05-24,27.239352676056367
trend,2006-05-25,27.236372977917984
trend,2006-05-26,27.23339327977961
trend,2006-05-27,27.230413581641226
trend,2006-05-28,27.22743388350285
