id,time,value
trend,2006-01-01,-1.215172263749954
trend,2006-01-02,-1.2115433469035204
trend,2006-01-03,-1.2079144300570865
trend,2006-01-04,-1.204285513210653
trend,2006-01-05,-1.200656596364219
trend,2006-01-06,-1.1970276795177854
trend,2006-01-07,-1.1933987626713516
trend,2006-01-08,-1.189769845824918
trend,2006-01-09,-1.186140928978484
trend,2006-01-10,-1.1825120121320505
trend,2006-01-11,-1.1788830952856166
trend,2006-01-12,-1.1752541784391828
trend,2006-01-13,-1.1716252615927492
trend,2006-01-14,-1.1679963447463155
trend,2006-01-15,-1.1643674278998817
trend,2006-01-16,-1.160738511053448
trend,2006-01-17,-1.1571095942070142
trend,2006-01-18,-1.1534806773605806
trend,2006-01-19,-1.1498517605141467
trend,2006-01-20,-1.146222843667713
trend,2006-01-21,-1.1425939268212795
trend,2006-01-22,-1.1389650099748456
trend,2006-01-23,-1.1353360931284118
trend,2006-01-24,-1.1317071762819781
trend,2006-01-25,-1.1280782594355443
trend,2006-01-26,-1.1244493425891107
trend,2006-01-27,-1.1208204257426768
trend,2006-01-28,-1.1171915088962432
trend,2006-01-29,-1.1135625920498093
trend,2006-01-30,-1.1099336752033757
trend,2006-01-31,-1.1063047583569419
trend,2006-02-01,-1.1026758415105082
trend,2006-02-02,-1.0990469246640746
trend,2006-02-03,-1.0954180078176408
trend,2006-02-04,-1.0917890909712071
trend,2006-02-05,-1.0881601741247733
trend,2006-02-06,-1.0845312572783394
trend,2006-02-07,-1.0809023404319058
trend,2006-02-08,-1.077273423585472
trend,2006-02-09,-1.0736445067390383
trend,2006-02-10,-1.0700155898926045
trend,2006-02-11,-1.0663866730461709
trend,2006-02-12,-1.062757756199737
trend,2006-02-13,-1.0591288393533034
trend,2006-02-14,-1.0554999225068695
trend,2006-02-15,-1.051871005660436
trend,2006-02-16,-1.0482420888140023
trend,2006-02-17,-1.0446131719675684
trend,2006-02-18,-1.0409842551211348
trend,2006-02-19,-1.037355338274701
trend,2006-02-20,-1.0337264214282673
trend,2006-02-21,-1.0300975045818335
trend,2006-02-22,-1.0264685877353996
trend,2006-02-23,-1.022839670888966
trend,2006-02-24,-1.0192107540425321
trend,2006-02-25,-1.0155818371960985
trend,2006-02-26,-1.0119529203496649
trend,2006-02-27,-1.008324003503231
trend,2006-02-28,-1.0046950866567974
trend,2006-03-01,-1.0010661698103636
trend,2006-03-02,-0.9974372529639298
trend,2006-03-03,-0.9938083361174962
trend,2006-03-04,-0.9901794192710623
trend,2006-03-05,-0.9865505024246286
trend,2006-03-06,-0.9829215855781949
trend,2006-03-07,-0.9792926687317612
trend,2006-03-08,-0.9756637518853275
trend,2006-03-09,-0.9720348350388937
