time,value
2006-01-01,13.276341404840739
2006-01-02,12.780787108831987
2006-01-03,11.789566403043562
2006-01-04,55.75805439338427
2006-01-05,57.27206818294144
2006-01-06,5.8419058223518725
2006-01-07,71.05108213432023
2006-01-08,58.840111082453475
2006-01-09,-2.1921193581752476
2006-01-10,-1.9037387350548394
2006-01-11,40.474132711626766
2006-01-12,4.309922583057552
2006-01-13,55.69057838819277
2006-01-14,18.03945067008324
2006-01-15,85.41602546754646
2006-01-16,81.46322966345603
2006-01-17,56.88128934090364
2006-01-18,97.33610374374285
2006-01-19,86.56680961312034
2006-01-20,111.98758984970198
2006-01-21,104.54123996154019
2006-01-22,7.408541063289603
2006-01-23,46.73652207222979
2006-01-24,12.731144029280445
2006-01-25,74.97592175598513
2006-01-26,-6.044005888778741
2006-01-27,-0.429337881942353
2006-01-28,8.776452024363156
2006-01-29,97.62370295199005
2006-01-30,48.34319834342504
2006-01-31,113.85330738772006
2006-02-01,76.78409527522308
2006-02-02,63.94335899291559
2006-02-03,66.00691902678183
2006-02-04,28.19522076218285
2006-02-05,21.605132956233685
2006-02-06,13.995752351367361
2006-02-07,27.51200528336803
2006-02-08,13.784710546389027
2006-02-09,15.355437149208074
2006-02-10,27.562095340075974
2006-02-11,-16.030093883359278
2006-02-12,110.69022257467898
2006-02-13,84.79954449695231
2006-02-14,120.17123938021439
2006-02-15,99.52461182975426
2006-02-16,45.58734940518102
2006-02-17,37.323597324538305
2006-02-18,80.41527747453183
2006-02-19,101.43447622117473
2006-02-20,43.27642503208826
2006-02-21,67.65736226807628
2006-02-22,79.73289948352472
2006-02-23,76.88061119103278
2006-02-24,34.187455262333714
2006-02-25,-1.579980449674662
2006-02-26,-9.005221137099948
2006-02-27,0.8309549430330967
2006-02-28,37.54410790689413
2006-03-01,54.8047208192837
2006-03-02,26.686686137380395
2006-03-03,-3.7148039665784993
2006-03-04,25.314663632316048
2006-03-05,51.53619071251993
2006-03-06,49.069691646693634
2006-03-07,109.17557338509266
2006-03-08,89.54354616799007
2006-03-09,88.77680830674115
2006-03-10,72.60900010295263
2006-03-11,39.641494633362385
2006-03-12,34.63035353827841
2006-03-13,87.74416221676421
2006-03-14,48.630526077817805
2006-03-15,42.11689830439314
2006-03-16,34.6362326624903
2006-03-17,16.922625760632748
2006-03-18,80.52786515749429
2006-03-19,66.0667573667704
2006-03-20,11.03278263262915
2006-03-21,-12.311667842553103
2006-03-22,28.668034217024683
2006-03-23,55.59050481630763
2006-03-24,88.56100602036378
2006-03-25,98.73285747475491
2006-03-26,58.42490126097437
2006-03-27,90.07822138512766
2006-03-28,86.17337287767673
2006-03-29,120.4296499897337
2006-03-30,78.91723433713426
2006-03-31,74.69180247455071
2006-04-01,29.954731618920743
2006-04-02,45.78937812059336
2006-04-03,53.13754839275378
2006-04-04,16.534059658425228
2006-04-05,32.63402271987713
2006-04-06,58.729365364194074
2006-04-07,41.62231342371713
2006-04-08,28.017016049914563
2006-04-09,23.907588642058705
2006-04-10,64.86519644511642
2006-04-11,83.70579603303355
2006-04-12,65.44409890930876
2006-04-13,141.45113423030583
2006-04-14,72.96130527938892
2006-04-15,101.98702128272646
2006-04-16,41.961440452170805
2006-04-17,83.26469231159666
2006-04-18,131.7392141375546
2006-04-19,67.19050444507998
2006-04-20,37.12999687367508
2006-04-21,38.716730480186385
2006-04-22,38.07770939078699
2006-04-23,10.518426934148023
2006-04-24,35.67650671978344
2006-04-25,6.032503777294912
2006-04-26,46.80723511213215
2006-04-27,27.316497289714192
2006-04-28,47.43099427341478
2006-04-29,5.531738439552356
2006-04-30,7.171355641121434
2006-05-01,95.73645590017125
2006-05-02,56.657610040522144
2006-05-03,33.09982427405075
2006-05-04,22.926307464821374
2006-05-05,52.55556822383079
2006-05-06,40.206782104052174
2006-05-07,12.104203976403028
2006-05-08,54.190826888542325
2006-05-09,29.517764297478937
2006-05-10,53.47173763167931
2006-05-11,46.02020610463538
2006-05-12,53.97832099906455
2006-05-13,9.745780876364101
2006-05-14,27.93229220141639
2006-05-15,45.83848504842167
2006-05-16,9.850327239810618
2006-05-17,74.76862400252749
2006-05-18,13.355350546221455
2006-05-19,18.621022711818398
2006-05-20,-2.0933933730333605
2006-05-21,-4.905977893267623
2006-05-22,-5.9743054413971635
2006-05-23,34.21283465697628
2006-05-24,-2.8781896131927693
2006-05-25,65.09860727639267
2006-05-26,11.915319985942851
2006-05-27,14.84791143433919
2006-05-28,24.245125733222128
2006-05-29,52.17906013406628
2006-05-30,39.55772699596953
2006-05-31,53.928449471124004
2006-06-01,94.94157082697735
2006-06-02,107.71458841613929
2006-06-03,80.32738639099378
2006-06-04,48.54031229944503
2006-06-05,20.420400360731858
2006-06-06,30.61545397814817
2006-06-07,61.642636571089525
2006-06-08,21.478653775106242
2006-06-09,41.24477994397976
2006-06-10,41.63251095236612
2006-06-11,62.53450118053543
2006-06-12,96.15084295764188
2006-06-13,61.583683382149054
2006-06-14,37.187917308746414
2006-06-15,53.929356804585666
2006-06-16,15.970270429094407
2006-06-17,25.38658358122932
2006-06-18,37.451372678365495
2006-06-19,36.20227969517637
2006-06-20,26.73846529700495
2006-06-21,85.69302983154996
2006-06-22,57.32303742779634
2006-06-23,32.39354799958188
2006-06-24,13.235606424010435
2006-06-25,26.36484817928813
2006-06-26,34.24888695682693
2006-06-27,27.56354324949548
2006-06-28,6.60019766460265
2006-06-29,36.482416465358405
2006-06-30,47.189197757834556
2006-07-01,12.328182475344809
2006-07-02,16.29764938768143
2006-07-03,86.58638144810803
2006-07-04,80.27218961768334
